age,hours.per.week,marital_grouped_num,occupation_grouped_num,relationship_grouped_num,race_num,sex_num,income_numeric,education_group
33,40,1,3,1,1,1,2,3
40,40,0,1,2,1,2,2,4
22,80,0,2,2,2,1,1,3
56,40,1,3,1,1,1,1,3
37,55,0,4,3,1,2,1,3
30,70,1,1,1,1,1,1,3
43,48,1,3,1,1,1,2,5
23,40,1,3,1,1,1,1,3
43,30,1,3,1,1,1,1,3
30,40,0,3,3,1,1,1,3
20,46,0,4,3,1,2,1,3
22,40,0,3,3,1,1,1,4
38,50,0,1,2,1,1,1,5
54,40,1,2,1,1,1,1,3
23,40,0,3,2,1,1,1,3
46,40,1,3,1,2,1,1,3
59,40,1,3,1,1,1,1,2
28,50,0,1,2,1,1,1,2
18,25,0,1,2,1,1,1,2
41,40,0,2,2,1,1,1,4
42,48,1,3,1,1,1,1,4
58,40,1,1,1,1,1,2,3
24,50,1,2,1,1,1,1,3
39,45,1,4,1,1,1,2,5
25,55,0,2,2,1,1,1,5
29,54,0,2,2,1,2,1,3
53,40,1,3,1,1,1,1,1
63,40,1,2,1,1,1,1,3
26,38,0,1,2,1,2,1,4
45,40,1,3,1,1,1,2,3
29,40,0,4,3,1,2,1,4
51,40,0,3,3,1,1,1,2
21,40,0,3,3,1,1,1,2
38,40,0,2,2,2,2,1,3
38,40,1,1,1,1,2,2,5
46,41,1,1,1,1,1,1,5
31,60,0,1,2,1,1,2,5
68,90,0,2,2,2,2,1,2
43,40,1,1,1,1,1,1,3
21,40,0,2,3,1,1,1,3
44,3,1,1,1,1,1,1,5
56,40,1,1,1,1,1,2,5
20,12,0,1,3,1,1,1,3
21,25,0,4,2,1,2,1,3
52,40,1,3,1,1,1,1,3
51,25,1,1,1,1,1,1,5
29,40,0,3,2,1,1,1,3
36,55,0,3,2,2,1,1,3
29,55,1,4,1,1,1,1,3
21,30,0,2,3,1,2,1,3
58,40,1,4,1,1,1,1,1
37,40,0,3,2,1,1,1,3
50,45,0,3,2,2,2,1,3
29,30,0,4,3,2,1,1,3
48,40,1,3,1,1,1,1,3
50,40,1,4,1,1,1,1,1
39,25,1,4,1,1,2,2,4
35,55,1,1,1,1,1,1,5
24,25,1,2,1,1,2,1,3
20,45,0,3,3,1,1,1,3
30,55,1,2,1,5,1,2,3
19,30,0,4,3,3,2,1,3
26,40,0,2,2,2,1,1,3
25,40,0,2,2,1,2,1,3
33,50,0,3,2,1,1,1,3
30,40,0,3,2,1,1,1,3
30,40,0,1,2,1,1,1,5
19,40,0,2,2,1,2,1,1
23,40,0,3,3,1,1,1,3
27,40,1,1,1,1,1,2,3
20,40,0,1,2,1,1,1,3
39,52,1,2,1,1,1,1,4
65,24,1,4,1,1,1,1,3
34,50,1,1,1,1,1,2,5
23,40,0,1,2,1,1,1,3
25,40,0,3,3,1,1,1,2
31,25,0,3,3,1,1,1,2
37,40,0,2,2,1,2,1,3
31,40,0,2,2,1,1,1,3
37,50,1,1,1,1,1,2,5
45,40,0,1,2,1,1,1,4
44,60,1,2,1,1,1,1,3
32,40,0,1,2,1,1,1,5
35,60,1,3,1,1,1,2,3
43,40,1,3,1,1,1,1,4
30,40,0,3,2,1,1,1,3
52,57,1,1,1,1,1,2,5
20,4,0,4,3,1,2,1,3
45,40,0,3,3,1,1,1,4
28,60,1,2,1,1,1,2,5
61,40,1,1,1,1,1,2,5
48,40,1,1,1,1,1,1,3
32,45,1,4,1,1,1,1,3
27,30,0,3,2,1,1,1,3
43,50,0,1,2,1,2,2,5
38,40,1,3,1,1,1,1,2
24,40,0,4,2,1,2,1,3
22,40,0,3,3,1,1,1,2
30,40,0,2,2,1,1,1,5
55,40,1,1,1,1,1,2,5
39,50,1,2,1,1,1,1,3
47,60,1,1,1,1,1,2,5
46,40,1,2,1,1,1,1,3
23,60,0,1,3,1,1,1,3
45,40,0,3,2,1,1,1,3
55,40,1,3,3,1,1,1,5
68,8,1,3,1,1,1,1,3
39,40,1,3,1,1,1,1,4
39,40,0,4,2,1,2,1,3
37,40,0,3,2,1,1,1,5
19,40,0,3,3,1,1,1,3
20,20,0,3,3,1,1,1,2
49,40,0,1,2,1,2,1,4
33,40,1,3,1,1,1,1,3
21,35,0,2,2,1,1,1,3
72,3,1,1,1,1,1,1,5
58,35,0,1,2,1,1,2,5
43,55,0,1,2,2,1,1,3
62,21,0,2,2,2,2,1,2
21,20,0,4,3,1,1,1,3
26,60,1,1,1,1,1,1,3
27,40,1,3,1,1,1,1,2
49,40,0,2,2,1,2,1,3
28,40,0,1,3,1,2,1,3
29,40,1,4,1,1,2,2,3
58,50,1,3,1,1,1,2,2
45,40,0,1,2,1,2,1,3
47,40,0,3,2,1,2,1,5
53,40,1,3,1,1,1,2,3
47,15,0,2,2,1,2,1,2
35,40,1,1,1,1,1,2,3
43,45,1,3,1,1,1,1,3
49,40,1,4,1,1,1,1,4
28,30,0,1,2,1,2,1,3
25,40,0,4,2,1,1,1,5
69,20,1,1,1,1,1,1,2
41,60,0,2,2,1,1,1,4
31,40,1,4,1,1,1,2,5
57,40,0,1,2,1,1,2,5
40,40,1,1,1,1,1,2,5
47,60,0,1,2,1,1,1,3
50,40,0,3,2,1,1,1,2
36,50,0,1,3,1,1,1,5
17,25,0,3,3,1,1,1,2
30,40,1,2,1,1,1,2,3
79,40,1,1,1,1,1,1,3
42,40,1,3,1,1,1,2,3
67,50,1,4,1,1,1,1,3
36,45,1,3,1,1,1,2,3
35,50,1,1,1,1,1,2,5
27,40,0,1,2,1,2,1,5
21,40,0,3,3,1,1,1,1
46,40,1,1,1,1,1,1,3
20,40,0,4,3,1,1,1,2
17,20,0,2,3,1,1,1,2
28,40,1,1,1,1,1,2,5
33,40,0,3,3,1,1,1,2
55,40,0,2,2,1,2,1,3
55,50,1,3,1,1,1,1,3
47,40,0,3,2,2,2,1,3
29,40,0,2,2,1,2,1,3
36,35,0,2,2,1,1,1,1
43,48,1,3,1,1,1,2,3
39,60,0,1,2,1,2,1,5
47,50,1,1,1,1,1,1,5
42,45,0,1,2,1,2,1,3
48,60,0,1,2,1,2,1,5
27,40,1,3,1,1,1,1,2
22,30,0,2,2,1,2,1,4
37,44,0,3,2,1,1,1,3
38,60,1,1,1,1,1,1,5
48,80,0,1,2,1,2,1,5
46,50,1,1,1,1,2,1,3
51,38,0,2,2,2,2,1,3
35,40,1,4,1,1,1,1,3
18,30,0,3,3,1,1,1,2
45,40,0,3,2,2,2,1,3
36,40,0,3,3,1,1,1,3
73,10,0,4,2,1,2,1,3
52,40,1,1,1,1,1,1,5
17,40,0,2,3,1,2,1,2
29,40,1,3,1,1,1,2,4
31,40,1,4,1,1,2,2,3
20,10,0,4,3,1,1,1,3
37,40,0,2,3,1,2,1,3
40,40,1,3,1,1,1,1,3
32,45,1,4,1,1,1,2,4
29,55,1,1,1,1,1,2,5
20,40,0,3,3,1,2,1,3
26,40,1,4,1,1,1,2,2
37,80,1,4,1,1,1,2,3
18,24,0,1,3,1,2,1,2
33,50,1,1,1,1,2,1,3
24,30,0,2,3,1,2,1,3
33,25,1,2,3,1,2,1,3
23,40,0,3,3,5,1,1,3
20,40,0,1,3,2,1,1,2
36,50,0,2,2,1,1,1,3
37,50,0,1,2,1,2,1,5
24,35,0,3,3,1,1,1,4
38,50,1,3,1,1,1,2,4
50,45,0,1,2,1,2,1,5
44,40,1,4,1,1,1,2,2
57,40,0,3,2,2,2,1,3
37,70,1,3,1,1,1,1,3
44,55,0,3,2,1,1,1,3
21,30,0,2,3,1,2,1,3
31,40,1,3,1,1,1,2,3
45,60,0,2,2,2,2,2,3
20,40,0,3,3,1,1,1,3
52,50,0,4,2,1,2,1,3
47,25,1,1,1,1,1,1,3
41,40,1,4,1,1,2,1,3
40,60,1,2,1,1,1,2,3
41,40,1,1,1,1,2,2,5
49,40,1,3,1,1,2,1,3
65,40,0,4,2,1,2,1,3
59,40,1,3,1,1,1,2,3
18,25,0,4,3,1,2,1,3
45,45,1,3,1,1,1,2,3
17,40,0,2,3,1,2,1,2
45,32,1,2,1,1,1,2,3
73,40,1,3,1,1,1,1,2
48,40,1,3,1,2,1,1,2
64,20,1,1,1,1,2,1,3
38,60,0,1,2,1,1,1,4
37,50,1,4,1,1,1,2,3
26,40,0,4,2,2,1,1,3
46,50,1,1,1,1,2,2,5
54,40,0,4,2,1,2,1,3
65,40,1,1,1,1,1,1,3
29,45,1,3,1,1,1,1,4
37,40,1,2,1,1,1,1,3
60,50,0,3,2,1,1,2,3
20,40,0,4,2,1,2,1,3
32,20,0,1,2,1,1,1,4
29,40,1,4,1,1,1,1,3
74,15,1,2,1,1,1,1,3
37,40,1,3,1,1,1,1,3
51,40,1,3,1,1,1,1,3
50,50,1,3,1,1,1,1,3
42,60,0,2,2,1,1,2,3
26,70,0,1,2,1,1,1,5
58,70,0,1,2,1,1,1,3
30,60,0,1,2,1,1,1,3
23,45,0,2,3,1,1,1,3
35,44,1,3,1,1,1,1,3
50,50,1,3,1,1,1,1,5
17,40,0,1,3,1,2,1,2
35,48,0,3,2,1,2,1,3
31,50,0,4,2,1,2,1,3
30,49,0,3,3,1,1,1,2
84,35,1,2,1,1,1,2,3
35,40,0,3,2,2,1,1,3
45,50,1,4,1,1,1,2,4
46,40,0,3,3,1,1,1,3
37,40,0,3,2,1,1,1,2
32,40,0,2,3,1,2,1,3
27,40,1,4,1,1,1,2,3
22,40,1,3,1,1,1,1,3
29,40,1,4,1,1,1,1,5
35,44,1,2,1,1,1,1,3
38,35,1,3,1,1,2,1,3
29,40,1,4,1,1,1,1,1
34,40,0,1,2,3,2,1,5
31,40,1,3,1,1,1,2,4
20,40,0,2,3,1,1,1,3
37,48,0,1,2,1,1,1,5
32,20,1,4,1,1,2,1,3
36,40,0,2,2,1,2,1,4
46,50,0,1,2,1,2,1,3
18,20,0,2,3,5,2,1,3
57,50,1,2,1,1,1,1,3
37,40,1,3,1,1,1,1,3
43,40,1,3,1,1,1,2,3
45,40,0,1,2,2,2,1,3
32,40,0,4,2,1,2,1,3
38,40,1,4,1,1,1,1,3
40,50,1,3,1,1,1,2,3
40,40,0,3,2,1,1,1,3
20,40,0,3,2,1,1,1,3
29,40,1,1,1,1,1,2,3
24,55,0,3,2,1,1,1,4
28,40,0,1,3,2,2,1,4
58,50,0,3,2,2,1,1,2
18,15,0,4,3,1,2,1,2
40,40,1,3,1,1,1,1,3
39,50,1,1,1,1,1,1,5
62,5,0,1,2,1,1,1,5
24,20,0,4,2,2,2,1,3
23,40,1,1,1,1,1,1,5
39,60,0,3,2,1,1,2,3
28,38,0,4,3,1,2,1,4
44,37,0,4,3,1,2,1,5
24,35,1,4,1,2,1,1,3
24,40,1,2,1,1,1,1,2
43,40,0,3,2,1,1,1,3
67,20,1,1,1,1,1,1,2
31,40,0,3,2,2,1,1,2
43,40,1,3,1,1,1,1,4
31,70,0,3,3,1,1,1,1
26,40,0,3,3,1,1,1,5
48,40,1,1,1,1,1,1,3
40,44,1,3,1,1,1,1,3
55,39,0,1,2,1,2,1,5
49,45,1,3,1,1,1,2,3
34,15,0,2,2,1,2,1,5
29,60,0,4,3,2,2,1,3
50,8,0,4,2,1,2,1,5
19,9,0,2,3,1,2,1,3
65,6,0,1,2,3,2,1,3
60,20,0,2,2,1,1,1,4
60,38,0,2,2,1,2,1,3
19,40,0,4,3,1,1,1,3
26,60,1,1,1,1,1,1,3
58,20,0,1,2,1,2,1,3
18,50,0,1,2,1,2,1,3
26,40,0,2,3,1,1,1,3
45,50,1,2,1,1,1,2,5
19,40,0,1,3,1,1,1,3
29,40,1,4,1,1,1,2,3
23,40,0,1,3,1,2,1,5
21,40,0,2,3,1,1,1,3
48,40,0,1,3,1,2,1,3
59,35,1,1,1,1,1,2,5
50,40,1,1,1,1,1,2,5
32,30,0,2,2,2,2,1,3
40,40,1,4,1,2,1,1,3
19,30,0,3,2,1,1,1,3
42,39,0,4,2,1,1,1,3
23,50,0,4,3,1,2,1,5
21,24,0,1,2,1,2,1,2
28,40,1,4,1,1,1,2,5
50,40,1,1,1,2,1,1,3
20,25,0,2,3,1,1,1,3
21,35,0,3,2,1,1,1,2
21,16,0,2,3,1,1,1,3
45,40,0,1,2,1,1,1,5
49,40,1,3,1,1,1,1,3
41,40,0,3,3,1,1,1,3
73,15,0,1,2,1,2,1,3
34,40,0,1,2,1,2,1,3
24,40,0,4,3,1,2,1,3
58,16,0,4,2,1,2,1,3
41,50,1,2,1,1,1,2,5
40,40,1,3,1,2,1,1,3
18,40,0,2,3,1,2,1,2
37,40,0,2,2,1,2,1,3
43,45,0,4,2,2,2,1,4
22,40,0,2,3,1,2,1,3
28,40,0,3,3,2,1,1,2
51,40,0,1,2,1,2,1,3
63,72,0,1,2,1,2,1,3
29,45,1,2,1,1,1,1,3
37,40,1,2,1,1,1,1,3
62,40,1,4,1,2,1,1,3
31,52,1,3,1,1,1,1,3
20,30,0,3,3,1,1,1,3
24,50,0,2,2,1,2,1,3
56,40,1,1,1,1,1,1,5
36,35,1,4,1,1,1,1,3
29,40,0,3,3,1,1,1,3
39,40,0,3,3,2,1,1,3
29,45,0,3,2,2,1,1,3
38,65,1,1,1,1,1,1,3
30,30,0,2,2,1,2,1,3
58,36,1,1,1,1,2,1,3
42,40,1,4,1,1,1,1,4
46,40,1,2,1,1,1,1,3
41,55,0,3,2,1,1,1,3
49,50,1,3,1,1,1,2,3
37,40,1,2,1,1,1,1,3
31,45,0,3,2,1,1,1,3
22,6,1,1,1,3,1,1,4
22,33,0,2,3,1,2,1,3
17,20,0,4,3,1,2,1,2
47,50,1,1,1,1,1,2,5
17,15,0,2,3,1,1,1,2
23,20,0,4,3,1,1,1,3
41,40,1,1,1,1,1,2,5
36,45,1,1,1,1,1,2,5
21,30,0,3,2,1,2,1,3
33,36,0,3,2,1,2,1,2
17,35,0,1,3,1,2,1,2
41,44,0,3,2,1,1,1,3
19,35,0,2,3,1,2,1,3
38,45,0,4,2,1,1,2,3
24,40,0,3,2,1,1,1,3
39,45,1,1,1,1,1,2,5
19,15,0,2,3,1,2,1,3
31,25,0,1,3,1,2,1,4
42,40,1,4,1,1,2,1,3
36,45,0,2,3,1,1,1,3
29,40,1,3,1,1,1,1,3
17,20,0,3,3,1,1,1,2
47,50,1,3,1,1,1,2,5
24,60,0,4,2,1,2,1,3
61,40,1,1,1,1,1,2,3
40,60,1,3,1,1,1,1,3
31,25,0,1,2,1,2,1,2
29,55,0,4,2,1,1,1,3
26,40,0,2,2,1,1,1,3
46,40,1,3,1,1,1,2,3
56,40,1,4,1,1,1,2,3
25,40,0,4,2,1,2,1,5
17,18,0,2,3,1,2,1,2
29,40,0,1,2,2,2,1,4
23,30,0,3,2,1,1,1,1
67,35,0,1,2,1,2,1,3
29,50,0,1,2,1,2,1,5
32,40,0,3,3,1,1,1,3
49,40,1,3,1,1,1,1,3
54,40,0,3,2,1,1,1,3
39,40,0,2,2,1,1,1,3
41,40,0,3,2,1,1,1,5
31,38,0,4,2,1,2,1,3
47,40,1,1,1,1,1,2,5
27,1,0,3,3,1,1,1,3
44,80,1,3,1,1,1,2,1
25,45,1,1,1,1,1,1,4
23,16,0,4,3,1,2,1,3
52,50,1,3,1,1,1,2,3
62,36,0,1,2,1,2,1,3
31,40,0,1,2,1,2,1,5
19,60,1,3,1,1,1,1,2
22,36,0,1,3,1,1,1,3
25,40,0,3,2,1,2,1,3
45,40,0,3,2,1,1,1,3
49,40,1,3,1,1,1,2,3
44,40,1,4,1,1,1,2,3
56,41,1,3,1,1,1,2,3
37,40,1,3,1,1,1,2,3
37,45,1,1,1,1,1,2,5
22,40,0,2,2,1,2,1,3
34,40,1,1,1,1,1,2,5
36,40,0,3,2,1,1,1,3
54,20,0,1,2,1,1,1,3
28,65,1,1,1,1,1,1,3
28,50,1,1,1,1,1,1,5
36,35,0,2,2,1,2,1,2
73,20,1,2,1,1,1,1,1
37,60,1,4,1,1,1,1,3
24,65,0,1,3,2,2,1,5
30,38,1,4,3,1,2,1,3
38,40,1,2,1,1,1,1,4
69,45,1,1,1,1,1,2,3
42,40,1,3,1,2,1,1,3
54,38,0,4,2,1,2,1,3
27,58,0,1,2,1,2,1,4
39,45,0,2,2,1,1,1,3
30,66,1,3,1,1,1,1,3
37,40,1,3,1,1,1,1,3
50,60,0,1,2,1,1,2,5
22,10,0,3,3,2,1,1,3
21,40,0,3,2,1,1,1,3
76,25,0,2,2,1,2,1,1
22,28,0,1,2,1,2,1,3
37,40,1,4,1,1,1,1,5
34,60,1,2,1,1,1,1,3
29,97,1,4,1,1,1,1,3
29,40,1,3,1,1,1,1,3
28,40,1,2,1,1,1,1,5
73,35,1,1,1,1,1,1,3
43,40,0,1,2,2,2,1,3
39,40,1,3,1,1,1,1,3
74,6,0,2,2,2,2,1,2
27,30,0,1,2,1,1,1,5
47,60,1,3,1,1,1,1,3
90,24,0,2,3,1,2,1,3
47,60,1,1,1,1,1,2,5
42,40,1,1,1,1,1,2,5
69,40,0,3,2,1,1,1,5
18,40,0,1,3,4,1,1,2
23,20,0,4,2,1,2,1,5
44,30,1,1,1,1,1,1,3
47,40,0,4,2,2,1,1,3
33,40,0,2,2,2,1,1,3
48,30,0,2,2,1,2,1,2
39,60,0,2,2,1,1,1,5
18,20,0,1,3,1,2,1,3
52,40,0,4,3,1,2,1,3
18,20,0,2,3,1,2,1,3
27,45,0,2,3,1,1,1,3
45,40,0,4,2,1,2,1,3
79,10,1,1,1,1,1,1,5
24,20,1,2,1,1,1,1,4
25,40,0,2,2,1,2,1,3
42,35,0,3,2,1,1,1,2
63,40,1,3,1,1,1,1,1
40,46,1,4,1,1,2,2,3
42,50,1,3,1,1,1,2,3
42,45,0,1,2,1,2,1,3
63,40,1,1,1,1,1,2,5
37,55,0,1,2,1,2,1,5
65,20,1,4,1,1,1,1,3
30,40,0,1,2,1,1,1,2
46,40,0,3,2,5,1,1,3
47,45,1,1,1,1,2,1,5
20,20,0,2,3,1,1,1,3
21,10,0,1,3,1,2,1,3
28,40,0,3,3,1,1,1,3
61,40,1,2,1,1,1,1,3
30,72,1,2,1,1,2,1,3
30,72,1,2,1,1,1,2,5
29,50,0,2,2,1,1,2,5
39,40,0,3,2,2,2,1,3
23,35,0,2,2,1,2,1,2
32,40,0,4,2,2,2,1,2
63,34,0,2,2,1,2,1,3
19,15,0,3,2,1,2,1,3
57,60,0,1,2,1,1,2,5
41,40,1,3,1,1,1,2,5
23,40,0,2,3,1,1,1,4
30,20,0,1,3,1,1,1,5
43,50,1,1,1,1,1,1,4
64,25,1,2,1,1,1,1,1
56,40,0,3,2,1,1,1,1
32,40,1,4,1,1,1,1,3
55,45,1,3,1,1,1,1,3
17,12,0,2,3,1,2,1,2
17,20,0,2,3,2,1,1,2
29,65,1,4,1,1,2,1,3
23,40,0,1,3,1,2,1,3
37,50,0,3,2,1,1,1,3
39,22,0,4,2,1,2,1,3
36,40,1,1,1,1,2,2,5
50,55,0,1,2,1,1,2,5
31,50,0,3,2,1,2,1,3
56,32,0,1,2,2,2,1,3
20,30,0,2,3,1,2,1,3
33,35,0,1,2,2,2,1,5
45,32,0,4,2,2,2,1,3
33,50,0,3,3,1,1,1,3
27,40,0,1,3,1,2,1,3
36,60,0,4,3,2,1,1,2
42,55,1,1,1,1,1,2,5
33,40,0,4,3,1,2,1,3
19,25,0,4,3,1,2,1,3
52,45,1,1,1,1,1,2,5
30,40,1,3,1,1,1,1,3
22,40,0,4,3,1,1,1,3
36,40,0,3,2,2,1,1,2
35,40,0,3,2,1,1,1,3
46,40,1,2,1,2,1,2,3
24,8,0,1,3,1,2,1,5
38,40,0,3,3,1,1,1,3
50,45,0,2,2,1,2,1,3
41,40,0,4,2,2,2,1,3
38,60,1,1,1,1,1,2,3
36,48,0,2,2,2,1,1,5
47,50,1,2,1,1,1,2,3
59,16,1,4,3,1,2,2,3
35,16,0,1,2,1,2,1,5
59,60,1,1,1,1,1,2,5
52,45,1,1,1,1,1,2,3
37,60,1,2,1,1,1,2,4
51,45,1,3,1,1,1,2,4
67,55,1,1,1,1,1,1,5
58,15,0,1,2,2,1,1,2
68,20,0,2,2,2,2,1,2
71,6,0,4,2,2,2,1,2
49,40,1,4,1,1,1,1,5
35,40,1,2,1,1,1,1,3
18,40,0,4,3,1,1,1,3
29,40,1,4,1,1,2,1,2
47,60,1,1,1,1,1,1,5
22,40,0,1,2,2,1,1,3
57,26,0,2,2,1,2,1,3
18,15,0,2,3,1,2,1,3
32,40,1,1,1,1,1,1,3
39,40,0,2,3,1,1,1,3
37,40,0,1,2,1,2,1,5
48,40,1,4,1,1,1,2,3
39,55,1,3,1,1,1,2,3
35,45,1,2,1,1,1,1,5
19,25,0,2,3,1,1,1,3
28,40,0,4,2,1,1,1,3
18,35,0,2,3,1,1,1,3
23,40,0,1,2,1,1,1,5
42,40,0,4,3,1,1,1,5
25,40,0,2,3,1,1,1,3
17,12,0,2,3,1,2,1,2
34,45,0,1,2,1,2,1,5
29,40,0,1,3,1,1,1,4
22,40,1,4,1,1,2,1,3
46,40,0,3,2,1,1,1,3
69,24,1,2,1,1,1,1,3
50,60,1,3,1,1,1,2,3
19,30,0,1,3,1,1,1,3
59,40,1,3,1,1,1,1,3
45,40,1,1,1,1,1,2,3
41,40,0,4,2,2,2,1,5
47,40,0,1,2,1,1,1,5
64,40,0,4,2,1,2,1,2
29,35,1,2,1,1,1,1,3
17,20,0,1,3,1,2,1,2
24,60,0,4,2,1,1,1,3
28,40,1,3,1,1,1,1,3
48,60,1,2,1,1,1,1,5
36,38,0,1,2,2,2,1,4
42,40,1,1,1,1,1,2,5
36,60,1,2,1,1,1,1,4
41,40,1,3,1,1,1,1,5
35,30,1,4,1,1,1,1,3
32,50,0,1,2,1,2,1,4
41,40,1,1,1,1,1,2,5
48,60,1,3,1,1,1,1,3
56,50,1,2,1,1,2,1,3
47,40,1,2,1,2,1,1,3
30,40,0,2,2,2,2,1,3
51,40,1,3,1,1,1,2,2
49,60,1,1,1,1,1,2,5
35,40,0,3,2,1,1,1,5
37,40,0,1,2,1,2,1,2
34,40,0,4,2,1,1,1,3
51,40,1,1,1,1,1,1,3
26,40,1,1,1,1,1,1,5
32,35,1,3,1,1,1,1,1
55,40,0,4,2,2,2,1,2
17,20,0,2,3,1,2,1,2
40,40,0,1,2,1,2,1,3
38,50,0,2,3,1,1,1,5
44,40,0,3,3,1,1,1,3
25,40,0,3,3,1,2,1,3
45,40,0,4,2,1,2,1,3
38,45,1,4,1,1,1,2,3
62,45,1,3,1,1,1,1,3
47,20,1,1,1,1,2,2,5
49,40,0,4,2,1,1,1,5
36,40,1,3,1,1,1,2,3
24,37,0,1,2,2,2,1,3
29,30,0,2,2,2,2,1,3
50,40,1,3,1,1,1,1,3
44,40,1,1,1,1,1,2,5
32,36,1,4,1,1,2,1,3
73,30,1,2,1,1,1,1,3
24,40,0,1,2,1,2,1,5
46,40,1,2,1,2,2,1,3
37,40,0,1,3,1,2,1,5
29,40,1,3,1,1,1,2,4
40,40,1,1,1,1,1,2,4
17,12,0,3,3,4,1,1,2
30,40,0,4,2,1,2,1,3
30,60,0,1,2,1,1,1,5
76,40,0,1,2,1,2,1,1
65,30,1,1,1,2,1,1,1
25,40,0,4,3,1,1,1,3
41,40,0,1,3,1,2,1,5
47,40,1,3,1,1,1,1,3
27,40,0,4,2,2,2,1,4
42,44,1,3,1,1,1,1,3
49,20,0,2,2,1,2,1,3
19,15,0,4,3,1,1,1,3
24,38,1,3,1,1,1,1,3
34,40,1,1,1,1,1,2,5
33,40,0,4,2,1,1,1,5
44,40,0,1,2,1,2,1,3
45,40,0,3,3,1,1,1,3
35,40,0,3,2,2,1,1,5
58,50,1,2,1,1,1,1,3
45,50,0,2,2,1,2,1,3
54,40,1,3,1,1,1,2,3
45,40,1,1,1,1,1,2,5
24,40,0,3,3,2,1,1,3
61,38,0,2,2,2,2,1,2
56,40,0,3,3,1,1,1,3
51,50,1,1,1,1,1,2,5
50,40,0,3,3,1,2,1,2
25,43,0,4,3,1,2,1,3
23,25,0,4,3,1,2,1,5
44,40,1,3,1,1,1,1,3
38,40,0,4,2,1,2,1,3
35,40,0,1,3,1,1,1,3
25,40,0,4,2,4,2,1,3
18,15,0,2,3,1,2,1,2
61,40,1,1,1,1,1,1,3
31,40,1,2,1,1,2,1,2
33,45,1,4,1,1,1,1,3
35,40,0,1,2,1,2,1,4
55,45,1,1,1,1,1,2,5
19,30,0,4,3,1,1,1,3
43,40,1,1,1,1,1,2,5
49,47,1,1,1,2,1,2,5
48,45,1,1,1,1,1,2,5
27,34,0,3,3,1,2,1,3
27,2,0,2,3,1,1,1,5
31,43,1,3,1,1,1,1,2
26,40,1,1,1,1,1,1,5
53,35,1,2,1,1,1,1,3
23,30,0,4,2,1,2,1,3
32,46,0,3,2,2,1,1,3
54,40,0,1,3,1,2,1,3
36,40,0,2,3,1,2,1,5
22,50,0,4,2,1,1,1,3
62,40,1,4,1,1,2,1,3
43,40,1,4,1,1,2,2,3
34,40,1,1,1,1,1,2,3
27,40,0,4,2,1,2,1,3
35,60,1,1,1,5,1,1,3
41,60,1,3,1,1,1,1,3
42,32,0,1,2,1,1,1,5
24,48,0,3,2,1,1,1,3
35,72,0,3,2,2,1,1,3
40,40,1,4,1,1,2,2,3
46,45,1,1,1,1,2,1,1
45,40,1,3,1,1,1,2,3
33,45,0,1,2,2,2,1,5
23,20,1,2,1,1,1,1,3
42,60,1,4,1,1,1,2,5
30,45,0,2,2,1,1,2,3
35,40,0,4,2,2,2,1,3
40,50,0,4,2,1,2,1,3
46,50,1,4,1,1,2,1,2
49,40,1,3,1,1,1,1,3
41,60,1,1,1,1,1,1,3
26,38,0,1,3,1,1,1,5
37,20,0,2,2,2,2,1,3
50,40,1,2,1,1,1,2,3
20,20,0,2,3,1,1,1,3
30,40,1,2,1,1,1,1,3
23,45,1,3,1,1,1,1,3
44,40,1,2,1,1,1,2,5
28,40,0,4,2,1,1,1,5
34,40,0,3,2,1,2,1,3
58,99,0,1,2,1,1,1,5
33,40,1,2,1,1,1,1,3
67,20,0,2,2,2,2,1,1
23,40,0,3,2,1,2,1,2
42,40,1,1,1,1,1,2,3
54,40,1,4,1,1,2,1,3
49,40,1,1,1,1,1,2,5
35,60,1,1,1,1,1,2,5
26,40,0,3,3,1,1,1,3
36,40,1,3,1,1,1,1,3
25,40,1,3,1,1,1,1,2
35,60,0,1,2,1,1,2,5
40,40,1,1,1,1,1,1,5
52,50,0,1,2,1,2,1,4
42,40,1,1,1,1,1,2,5
25,30,0,1,2,1,2,1,2
52,40,1,4,1,2,1,2,3
51,40,1,1,1,5,1,1,5
19,40,0,3,3,1,1,1,3
43,40,1,4,1,1,1,2,4
57,40,1,3,1,1,1,2,2
35,60,0,1,2,1,1,1,3
30,30,0,2,2,1,2,1,5
38,40,1,3,1,1,1,1,3
45,40,0,4,2,1,2,1,3
23,40,0,3,3,1,1,1,3
22,40,0,2,3,1,2,1,3
60,38,1,2,1,1,1,1,3
45,48,0,1,2,1,2,2,5
49,40,1,2,1,1,1,1,2
29,35,0,2,2,1,2,1,3
40,35,1,3,1,1,1,1,3
42,40,1,1,1,1,1,1,5
63,40,1,3,1,1,1,1,3
53,40,1,3,1,1,1,1,3
38,40,1,3,1,1,1,2,4
44,45,1,2,1,1,1,2,3
43,40,1,3,1,1,1,1,2
26,32,0,1,2,1,1,1,5
56,40,1,3,1,1,1,1,3
39,40,0,4,2,2,2,1,4
44,48,0,3,2,1,1,1,1
34,48,0,4,2,1,1,2,3
40,40,0,4,2,1,2,1,4
38,40,1,2,1,2,1,1,3
44,40,0,4,2,1,2,1,3
34,72,0,2,3,1,1,1,3
58,20,0,2,2,1,2,2,3
43,30,0,4,2,1,2,1,3
41,40,0,1,2,2,2,1,3
